Entity,Code,Date,"Deaths, 2020, all ages",Average_deaths_from_2015_to_2019_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages
Norway,NOR,5/24/2020,740,732.2,780,713,735,692,741
Norway,NOR,5/31/2020,662,713.6,716,679,688,757,728
Norway,NOR,6/7/2020,677,714.2,758,669,724,713,707
Norway,NOR,6/14/2020,729,722.6,746,729,732,671,735
Norway,NOR,6/21/2020,738,724,712,725,757,703,723
Norway,NOR,6/28/2020,683,734.2,752,678,733,741,767
Norway,NOR,7/5/2020,696,748.6,721,756,756,775,735
Norway,NOR,7/12/2020,665,718,693,734,694,737,732
Norway,NOR,7/19/2020,753,723.2,722,685,748,720,741
Norway,NOR,7/26/2020,729,722.4,669,721,728,773,721
Norway,NOR,8/2/2020,745,693.4,663,709,691,677,727
Norway,NOR,8/9/2020,736,718.2,700,739,742,705,705
Norway,NOR,8/16/2020,733,709.2,698,717,704,694,733
Norway,NOR,8/23/2020,744,717.2,732,684,739,754,677
Norway,NOR,8/30/2020,696,733.4,720,723,730,715,779
Norway,NOR,9/6/2020,710,723.8,745,759,708,694,713
Norway,NOR,9/13/2020,782,708.4,712,714,704,705,707
Norway,NOR,9/20/2020,769,720.6,750,681,697,720,755
Norway,NOR,9/27/2020,735,738.4,709,740,713,712,818
Norway,NOR,10/4/2020,777,730.2,766,741,733,701,710
Norway,NOR,10/11/2020,733,749.4,752,731,764,714,786
Norway,NOR,10/18/2020,701,749.2,741,786,693,744,782
Norway,NOR,10/25/2020,783,761,752,773,792,696,792
Norway,NOR,11/1/2020,758,753.4,745,688,746,814,774
Norway,NOR,11/8/2020,,764.8,748,810,704,776,786
Norway,NOR,11/15/2020,,782.4,753,818,760,736,845
Norway,NOR,11/22/2020,,779,745,855,791,720,784
Norway,NOR,11/29/2020,,793.6,831,789,770,802,776
Norway,NOR,12/6/2020,,825.2,804,819,832,821,850
Norway,NOR,12/13/2020,,823.4,816,918,844,759,780
Norway,NOR,12/20/2020,,835.8,786,923,897,802,771
Norway,NOR,12/27/2020,,876.2,833,982,891,871,804
Poland,POL,1/5/2020,8438,8503.6,7984,8215,9279,8372,8668
Poland,POL,1/12/2020,8239,8512.6,7754,7920,10225,8078,8586
Poland,POL,1/19/2020,8056,8539.4,7800,7683,9875,8639,8700
Poland,POL,1/26/2020,8015,8614.6,7559,7977,9946,8793,8798
Poland,POL,2/2/2020,8557,8871.6,7963,7970,10076,8987,9362
Poland,POL,2/9/2020,8342,8820,8166,8145,9432,9088,9269
Poland,POL,2/16/2020,8622,8878.2,8873,7928,9221,9128,9241
Poland,POL,2/23/2020,8471,8789.8,8985,7861,9053,9333,8717
Poland,POL,3/1/2020,8469,8788.4,9068,8002,8388,9864,8620
Poland,POL,3/8/2020,8361,8629.4,8839,7859,7967,10094,8388
Poland,POL,3/15/2020,8404,8407.6,8850,7824,7709,9472,8183
Poland,POL,3/22/2020,8320,8275.4,8640,8014,7637,9061,8025
Poland,POL,3/29/2020,8145,8145.6,8535,8025,7684,8689,7795
Poland,POL,4/5/2020,7987,7956.6,8449,7614,7366,8571,7783
Poland,POL,4/12/2020,7991,7804,8154,7510,7441,8216,7699
Poland,POL,4/19/2020,8179,7606.8,7974,7107,7475,7748,7730
Poland,POL,4/26/2020,7737,7617.2,7797,7157,7466,7584,8082
Poland,POL,5/3/2020,7757,7425,7483,7399,7385,7373,7485
Poland,POL,5/10/2020,7577,7285.2,7324,7229,7060,7311,7502
Poland,POL,5/17/2020,7556,7167,7266,6925,7148,7061,7435
Poland,POL,5/24/2020,7542,7265,7102,7254,7074,7309,7586
Poland,POL,5/31/2020,7630,7238.4,7015,6937,7100,7695,7445
Poland,POL,6/7/2020,7803,7206.6,7387,6611,6892,7177,7966
Poland,POL,6/14/2020,7735,7194.2,7076,6790,6830,7035,8240
Poland,POL,6/21/2020,7392,7161.2,6737,7563,7255,7068,7183
Poland,POL,6/28/2020,7368,7004.4,6781,6864,7023,7002,7352
Poland,POL,7/5/2020,7653,7017.8,7360,6599,6703,7353,7074
Poland,POL,7/12/2020,7306,6997.8,7029,6873,6814,7160,7113
Poland,POL,7/19/2020,7502,7065.2,6858,6661,7190,7178,7439
Poland,POL,7/26/2020,7561,7322.8,7016,7267,6997,7674,7660
Poland,POL,8/2/2020,7784,7209.2,6554,6658,7559,8007,7268
Poland,POL,8/9/2020,7947,7172.2,7753,6715,6902,7305,7186
Poland,POL,8/16/2020,8065,7008.2,7574,6804,6858,6850,6955
Poland,POL,8/23/2020,7945,6850,6698,7039,6596,6877,7040
Poland,POL,8/30/2020,7437,7134.4,6924,6996,6973,6934,7845
Poland,POL,9/6/2020,7555,7005.4,6922,6981,6978,7189,6957
Poland,POL,9/13/2020,7693,6942.4,6664,6744,7192,7142,6970
Poland,POL,9/20/2020,8219,7203.4,7130,6765,7257,7474,7391
Poland,POL,9/27/2020,8208,7416.2,6831,7351,7516,7398,7985
Poland,POL,10/4/2020,8352,7618.6,7163,7368,8025,7848,7689
Poland,POL,10/11/2020,9072,7569.2,7206,7456,7798,7567,7819
Poland,POL,10/18/2020,10083,7696.8,7868,7658,7616,7539,7803
Poland,POL,10/25/2020,12137,7599.4,7571,7499,7545,7754,7628
Poland,POL,11/1/2020,14115,7598,7348,7646,7594,7765,7637
Poland,POL,11/8/2020,,7496.6,7423,7492,7352,7614,7602
Poland,POL,11/15/2020,,7540.8,7505,7554,7504,7590,7551
Poland,POL,11/22/2020,,7633.6,7442,7706,7784,7709,7527
Poland,POL,11/29/2020,,7667.8,7409,7753,7573,7927,7677
Poland,POL,12/6/2020,,7876,7588,7977,7802,8094,7919
Poland,POL,12/13/2020,,7841.4,7563,7837,7948,7917,7942
Poland,POL,12/20/2020,,8020,7472,8297,8011,8162,8158
Poland,POL,12/27/2020,,8280.6,7604,8874,8439,8537,7949
Portugal,PRT,1/5/2020,2510,2794.4,2813,2321,3366,2851,2621
Portugal,PRT,1/12/2020,2663,2808,3054,2332,2967,2803,2884
Portugal,PRT,1/19/2020,2772,2858.6,3167,2456,2880,2805,2985
Portugal,PRT,1/26/2020,2671,2825.8,3088,2332,2995,2693,3021
Portugal,PRT,2/2/2020,2688,2686.8,2909,2271,2736,2619,2899
Portugal,PRT,2/9/2020,2491,2647,2869,2351,2453,2783,2779
Portugal,PRT,2/16/2020,2290,2643.4,2977,2345,2369,2815,2711
Portugal,PRT,2/23/2020,2362,2508,2684,2296,2237,2777,2546
Portugal,PRT,3/1/2020,2308,2463.2,2699,2391,2129,2656,2441
Portugal,PRT,3/8/2020,2182,2338.4,2447,2380,2149,2387,2329
Portugal,PRT,3/15/2020,2360,2276.4,2314,2288,2151,2371,2258
Portugal,PRT,3/22/2020,2440,2212.4,2284,2271,2074,2234,2199
Portugal,PRT,3/29/2020,2544,2160.6,2083,2214,2015,2356,2135
Portugal,PRT,4/5/2020,2655,2185.2,2179,2225,2071,2354,2097
Portugal,PRT,4/12/2020,2609,2108,1933,2166,2033,2276,2132
Portugal,PRT,4/19/2020,2389,2008.8,1937,1989,1825,2197,2096
Portugal,PRT,4/26/2020,2311,1988.8,1816,2025,1902,2117,2084
Portugal,PRT,5/3/2020,2173,1975.4,1819,1954,2011,2012,2081
Portugal,PRT,5/10/2020,2170,1918.8,1941,1849,1846,1970,1988
Portugal,PRT,5/17/2020,2056,1957.2,1911,2045,1833,2066,1931
Portugal,PRT,5/24/2020,2068,1917,1791,1971,1922,1982,1919
Portugal,PRT,5/31/2020,2332,1915.8,1950,1983,1815,1883,1948
Portugal,PRT,6/7/2020,2022,1879.4,1847,1906,1826,1977,1841
Portugal,PRT,6/14/2020,1870,1873.6,1799,1799,1969,1928,1873
Portugal,PRT,6/21/2020,1940,1984,1845,1916,2139,2104,1916
Portugal,PRT,6/28/2020,2121,1851.8,1727,1893,1784,1936,1919
Portugal,PRT,7/5/2020,2056,1810.6,1697,1913,1796,1765,1882
Portugal,PRT,7/12/2020,2226,1842.8,1805,1934,1806,1771,1898
Portugal,PRT,7/19/2020,2644,1835,1790,1958,1790,1816,1821
Portugal,PRT,7/26/2020,2435,1853.8,1751,2054,1799,1824,1841
Portugal,PRT,8/2/2020,2212,1901.6,1792,1864,1759,2250,1843
Portugal,PRT,8/9/2020,2083,1935.6,1811,2091,1739,2199,1838
Portugal,PRT,8/16/2020,1929,1821.2,1738,1879,1781,1939,1769
Portugal,PRT,8/23/2020,2004,1911.8,1787,1914,1960,1960,1938
Portugal,PRT,8/30/2020,2067,1790.4,1722,1873,1711,1766,1880
Portugal,PRT,9/6/2020,2060,1844,1803,1864,1783,1837,1933
Portugal,PRT,9/13/2020,2228,1786.6,1821,1707,1801,1796,1808
Portugal,PRT,9/20/2020,2113,1818.6,1699,1835,1793,1867,1899
Portugal,PRT,9/27/2020,1881,1860.6,1856,1852,1945,1828,1822
Portugal,PRT,10/4/2020,2129,1908.8,1914,1856,1983,1890,1901
Portugal,PRT,10/11/2020,2142,1868.6,1792,1879,1877,1935,1860
Portugal,PRT,10/18/2020,2206,1938.2,1809,2026,2004,1943,1909
Portugal,PRT,10/25/2020,2208,1982.4,1882,1971,1932,1996,2131
Portugal,PRT,11/1/2020,2413,1983.4,1883,1939,1918,2043,2134
Portugal,PRT,11/8/2020,2348,2028.2,1970,2040,1910,2124,2097
Portugal,PRT,11/15/2020,,2076.6,1854,2127,2161,2093,2148
Portugal,PRT,11/22/2020,,2116.2,1912,2197,2168,2071,2233
Portugal,PRT,11/29/2020,,2198.8,2040,2388,2193,2132,2241
Portugal,PRT,12/6/2020,,2238.8,2088,2363,2465,2150,2128
Portugal,PRT,12/13/2020,,2280.4,2002,2526,2455,2129,2290
Portugal,PRT,12/20/2020,,2396.6,2131,2809,2510,2249,2284
Portugal,PRT,12/27/2020,,2545.8,2102,3200,2747,2367,2313
Scotland,,1/5/2020,1161,1276,1146,1394,1205,1531,1104
Scotland,,1/12/2020,1567,1559.6,1708,1305,1379,1899,1507
Scotland,,1/19/2020,1322,1382,1489,1215,1224,1629,1353
Scotland,,1/26/2020,1226,1316.6,1381,1187,1197,1610,1208
Scotland,,2/2/2020,1188,1279.6,1286,1205,1332,1369,1206
Scotland,,2/9/2020,1216,1253.8,1344,1217,1200,1265,1243
Scotland,,2/16/2020,1162,1259.2,1360,1209,1231,1315,1181
Scotland,,2/23/2020,1162,1246.8,1320,1239,1185,1245,1245
Scotland,,3/1/2020,1171,1164.8,1308,1150,1219,1022,1125
Scotland,,3/8/2020,1208,1228.6,1192,1174,1146,1475,1156
Scotland,,3/15/2020,1198,1169,1201,1175,1141,1220,1108
Scotland,,3/22/2020,1196,1120.4,1149,1042,1152,1158,1101
Scotland,,3/29/2020,1079,1118.2,1171,1172,1112,1050,1086
Scotland,,4/5/2020,1744,1098.4,1042,1166,1060,1192,1032
Scotland,,4/12/2020,1978,1099.8,1192,1048,998,1192,1069
Scotland,,4/19/2020,1916,1067.2,1095,1092,1111,1136,902
Scotland,,4/26/2020,1836,1086.8,1108,1076,1121,1008,1121
Scotland,,5/3/2020,1679,1079.4,1117,1006,1050,1093,1131
Scotland,,5/10/2020,1435,1034.2,1020,1047,1119,967,1018
Scotland,,5/17/2020,1421,1064,1103,1010,1115,977,1115
Scotland,,5/24/2020,1226,1045.4,1039,994,1063,1070,1061
Scotland,,5/31/2020,1128,1016.8,1043,999,1015,998,1029
Scotland,,6/7/2020,1093,1056,1106,1023,1076,1033,1042
Scotland,,6/14/2020,1034,1000,1038,988,1031,915,1028
Scotland,,6/21/2020,1065,1019.4,1025,994,1032,993,1053
Scotland,,6/28/2020,1008,1026,1032,1007,994,1046,1051
Scotland,,7/5/2020,983,1018,1040,988,1040,1041,981
Scotland,,7/12/2020,976,1025.2,1011,1022,1014,1002,1077
Scotland,,7/19/2020,1033,996.2,1023,1041,1025,928,964
Scotland,,7/26/2020,961,977.4,956,979,978,933,1041
Scotland,,8/2/2020,1043,994.4,985,987,1011,969,1020
Scotland,,8/9/2020,1011,1002.6,1043,997,1002,953,1018
Scotland,,8/16/2020,922,992.2,969,982,1004,978,1028
Scotland,,8/23/2020,1046,999.2,982,1017,1045,941,1011
Scotland,,8/30/2020,1029,983.2,954,1039,980,930,1013
Scotland,,9/6/2020,1050,988,977,1007,1006,970,980
Scotland,,9/13/2020,1069,1008,991,983,972,1020,1074
Scotland,,9/20/2020,952,1006.6,1001,966,1049,946,1071
Scotland,,9/27/2020,933,1046.4,1010,1009,1056,1015,1142
Scotland,,10/4/2020,1196,1037.8,1008,1072,1016,1042,1051
Scotland,,10/11/2020,1071,1078.8,1028,1009,1133,1081,1143
Scotland,,10/18/2020,1131,1062,989,1070,1067,1031,1153
Scotland,,10/25/2020,1187,1052.4,981,1052,1095,1019,1115
Scotland,,11/1/2020,1262,1079.2,1116,1032,1062,1085,1101
Scotland,,11/8/2020,1250,1105,1028,1043,1126,1144,1184
Scotland,,11/15/2020,1338,1139.2,1103,1174,1175,1084,1160
Scotland,,11/22/2020,1357,1130.2,1054,1132,1178,1058,1229
Scotland,,11/29/2020,,1130.4,1115,1159,1153,1062,1163
Scotland,,12/6/2020,,1139.6,1089,1188,1237,1076,1108
Scotland,,12/13/2020,,1235.8,1101,1219,1335,1212,1312
Scotland,,12/20/2020,,1272,1146,1284,1437,1216,1277
Scotland,,12/27/2020,,1060.6,944,1133,1168,1058,1000
Slovakia,SVK,1/5/2020,1099,1158.8,1112,1072,1411,1094,1105
Slovakia,SVK,1/12/2020,1102,1157.8,1187,948,1410,1150,1094
Slovakia,SVK,1/19/2020,1083,1200,1210,1026,1390,1198,1176
Slovakia,SVK,1/26/2020,1103,1160.4,1235,982,1355,1095,1135
Slovakia,SVK,2/2/2020,1153,1221,1292,1045,1339,1205,1224
Slovakia,SVK,2/9/2020,1097,1193.4,1226,1041,1202,1159,1339
Slovakia,SVK,2/16/2020,1177,1188.4,1275,1051,1224,1140,1252
Slovakia,SVK,2/23/2020,1084,1190,1266,1023,1115,1292,1254
Slovakia,SVK,3/1/2020,1147,1191.6,1235,1003,1159,1353,1208
Slovakia,SVK,3/8/2020,1122,1146.4,1164,1009,1002,1357,1200
Slovakia,SVK,3/15/2020,1113,1101.8,1186,1032,1016,1165,1110
Slovakia,SVK,3/22/2020,1185,1079.8,1102,1026,1092,1111,1068
Slovakia,SVK,3/29/2020,1049,1051.4,1088,999,1017,1128,1025
Slovakia,SVK,4/5/2020,1079,1016,1037,1017,989,1051,986
Slovakia,SVK,4/12/2020,997,1045.6,1090,971,1024,1070,1073
Slovakia,SVK,4/19/2020,954,1004.8,1078,1010,1008,944,984
Slovakia,SVK,4/26/2020,975,1008.8,1062,988,1023,906,1065
Slovakia,SVK,5/3/2020,965,979.2,980,1019,955,963,979
Slovakia,SVK,5/10/2020,998,954.4,958,988,919,952,955
Slovakia,SVK,5/17/2020,975,944.2,915,934,925,1004,943
Slovakia,SVK,5/24/2020,949,960.6,975,1004,916,986,922
Slovakia,SVK,5/31/2020,903,953.6,926,984,949,985,924
Slovakia,SVK,6/7/2020,955,922.2,1017,885,858,922,929
Slovakia,SVK,6/14/2020,972,972.2,1004,898,918,955,1086
Slovakia,SVK,6/21/2020,894,955.2,910,1056,923,891,996
Slovakia,SVK,6/28/2020,927,926.6,911,899,977,922,924
Slovakia,SVK,7/5/2020,975,937.4,1007,909,915,946,910
Slovakia,SVK,7/12/2020,963,942,1006,958,900,970,876
Slovakia,SVK,7/19/2020,937,948.4,920,937,969,969,947
Slovakia,SVK,7/26/2020,947,1023.4,1131,933,948,1080,1025
Slovakia,SVK,8/2/2020,969,976,861,904,1064,1110,941
Slovakia,SVK,8/9/2020,1052,964.2,1025,874,990,991,941
Slovakia,SVK,8/16/2020,951,960.8,1120,937,958,931,858
Slovakia,SVK,8/23/2020,937,934.8,923,909,918,961,963
Slovakia,SVK,8/30/2020,1008,954.2,934,934,931,940,1032
Slovakia,SVK,9/6/2020,923,945.6,928,954,953,999,894
Slovakia,SVK,9/13/2020,977,949.6,909,1000,951,952,936
Slovakia,SVK,9/20/2020,,978.2,1004,948,977,1019,943
Slovakia,SVK,9/27/2020,,991.2,947,1003,1023,1007,976
Slovakia,SVK,10/4/2020,,989.4,904,1029,1039,995,980
Slovakia,SVK,10/11/2020,,983.4,924,992,1036,1022,943
Slovakia,SVK,10/18/2020,,1010.4,975,1071,1004,982,1020
Slovakia,SVK,10/25/2020,,980.8,937,1064,919,1043,941
Slovakia,SVK,11/1/2020,,999.8,1031,1028,984,955,1001
Slovakia,SVK,11/8/2020,,1006.8,1008,1017,990,1030,989
Slovakia,SVK,11/15/2020,,1005.6,970,1063,998,994,1003
Slovakia,SVK,11/22/2020,,1008.4,956,1082,997,1021,986
Slovakia,SVK,11/29/2020,,1008.2,929,1067,1015,1036,994
Slovakia,SVK,12/6/2020,,976.2,948,984,971,1009,969
Slovakia,SVK,12/13/2020,,1011.6,952,1067,1003,1034,1002
Slovakia,SVK,12/20/2020,,1087,1002,1200,1051,1129,1053
Slovakia,SVK,12/27/2020,,1092.8,1021,1311,1082,1014,1036
Slovenia,SVN,1/5/2020,419,441.6,408,451,479,401,469
Slovenia,SVN,1/12/2020,426,456.2,407,439,536,411,488
Slovenia,SVN,1/19/2020,429,465.8,453,411,586,398,481
Slovenia,SVN,1/26/2020,454,475.4,449,457,569,425,477
Slovenia,SVN,2/2/2020,474,487.4,432,434,599,457,515
Slovenia,SVN,2/9/2020,447,459,420,426,523,419,507
Slovenia,SVN,2/16/2020,499,462,459,421,466,490,474
Slovenia,SVN,2/23/2020,439,453.4,446,406,459,476,480
Slovenia,SVN,3/1/2020,430,459.6,449,427,439,512,471
Slovenia,SVN,3/8/2020,422,409,384,416,369,465,411
Slovenia,SVN,3/15/2020,434,439.4,453,411,397,479,457
Slovenia,SVN,3/22/2020,442,418.4,417,388,418,443,426
Slovenia,SVN,3/29/2020,388,425.2,460,441,413,431,381
Slovenia,SVN,4/5/2020,381,401.4,444,373,357,421,412
Slovenia,SVN,4/12/2020,423,368.8,423,339,348,390,344
Slovenia,SVN,4/19/2020,433,399.2,420,399,385,390,402
Slovenia,SVN,4/26/2020,391,379.6,388,351,371,400,388
Slovenia,SVN,5/3/2020,355,364.2,387,367,355,345,367
Slovenia,SVN,5/10/2020,380,360.6,362,358,358,367,358
Slovenia,SVN,5/17/2020,353,354.8,327,346,360,348,393
Slovenia,SVN,5/24/2020,404,353.6,318,355,347,353,395
Slovenia,SVN,5/31/2020,327,349.6,333,334,371,366,344
Slovenia,SVN,6/7/2020,343,346.4,364,347,348,360,313
Slovenia,SVN,6/14/2020,376,339.6,325,348,342,338,345
Slovenia,SVN,6/21/2020,373,345.4,323,335,348,354,367
Slovenia,SVN,6/28/2020,406,325.2,310,334,334,317,331
Slovenia,SVN,7/5/2020,369,354.2,384,347,369,322,349
Slovenia,SVN,7/12/2020,324,344,377,370,328,318,327
Slovenia,SVN,7/19/2020,347,354.4,381,312,354,374,351
Slovenia,SVN,7/26/2020,365,366.8,393,342,328,364,407
Slovenia,SVN,8/2/2020,386,352.2,332,319,347,399,364
Slovenia,SVN,8/9/2020,366,349.6,333,326,319,390,380
Slovenia,SVN,8/16/2020,389,352.8,373,355,354,337,345
Slovenia,SVN,8/23/2020,352,359.2,337,343,350,381,385
Slovenia,SVN,8/30/2020,336,359,337,373,380,365,340
Slovenia,SVN,9/6/2020,369,335.4,315,332,339,358,333
Slovenia,SVN,9/13/2020,390,358.2,309,363,340,391,388
Slovenia,SVN,9/20/2020,419,361.2,360,358,364,382,342
Slovenia,SVN,9/27/2020,353,350.4,315,355,374,342,366
Slovenia,SVN,10/4/2020,,375.4,341,369,398,390,379
Slovenia,SVN,10/11/2020,,381.8,391,390,370,371,387
Slovenia,SVN,10/18/2020,,371.8,354,375,376,371,383
Slovenia,SVN,10/25/2020,,382.6,382,395,350,417,369
Slovenia,SVN,11/1/2020,,372,408,341,385,393,333
Slovenia,SVN,11/8/2020,,373.2,379,374,380,348,385
Slovenia,SVN,11/15/2020,,389.2,376,381,393,392,404
Slovenia,SVN,11/22/2020,,372.2,358,366,391,384,362
Slovenia,SVN,11/29/2020,,372.4,378,357,362,406,359
Slovenia,SVN,12/6/2020,,401.2,370,394,399,407,436
Slovenia,SVN,12/13/2020,,407.2,433,347,390,422,444
Slovenia,SVN,12/20/2020,,406.6,359,413,397,427,437
Slovenia,SVN,12/27/2020,,410.4,347,466,422,421,396
South Korea,KOR,1/5/2020,6426,6089.8,5699,5500,5958,7000,6292
South Korea,KOR,1/12/2020,6303,6125.4,5622,5569,5891,7135,6410
South Korea,KOR,1/19/2020,6375,6087.2,5551,5595,5751,7370,6169
South Korea,KOR,1/26/2020,6464,6010,5601,5659,5720,7014,6056
South Korea,KOR,2/2/2020,6413,6014.4,5588,5717,6003,6888,5876
South Korea,KOR,2/9/2020,6416,5854,5617,5915,5718,6392,5628
South Korea,KOR,2/16/2020,6143,5855.4,5738,6053,5720,6094,5672
South Korea,KOR,2/23/2020,5954,5900.6,5784,6028,5636,6211,5844
South Korea,KOR,3/1/2020,5992,5870,6070,6105,5554,5938,5683
South Korea,KOR,3/8/2020,5939,5797.8,6090,5679,5440,5940,5840
South Korea,KOR,3/15/2020,5912,5715.6,6050,5653,5625,5739,5511
South Korea,KOR,3/22/2020,5830,5612.4,6040,5550,5342,5508,5622
South Korea,KOR,3/29/2020,5688,5595,5778,5522,5425,5560,5690
South Korea,KOR,4/5/2020,5618,5601.4,5801,5456,5550,5573,5627
South Korea,KOR,4/12/2020,5853,5447.6,5545,5173,5295,5632,5593
South Korea,KOR,4/19/2020,5725,5517.2,5380,5408,5475,5621,5702
South Korea,KOR,4/26/2020,5555,5365.4,5453,5195,5338,5471,5370
South Korea,KOR,5/3/2020,5952,5465.6,5481,5379,5502,5519,5447
South Korea,KOR,5/10/2020,5513,5353.2,5129,5236,5312,5477,5612
South Korea,KOR,5/17/2020,5413,5373.2,5202,5166,5285,5451,5762
South Korea,KOR,5/24/2020,5474,5268.8,5069,5209,5327,5312,5427
South Korea,KOR,5/31/2020,5358,5312.4,5242,5014,5334,5436,5536
South Korea,KOR,6/7/2020,5614,5187,5129,4943,5023,5439,5401
South Korea,KOR,6/14/2020,5507,5126,4942,4961,5190,5208,5329
South Korea,KOR,6/21/2020,5414,5170.4,5067,4993,5191,5220,5381
South Korea,KOR,6/28/2020,5399,5113.4,4868,5027,5042,5196,5434
South Korea,KOR,7/5/2020,5379,5094.2,4947,4883,5045,5233,5363
South Korea,KOR,7/12/2020,5178,5053.4,4943,5033,4884,5237,5170
South Korea,KOR,7/19/2020,5402,5045.4,4809,4834,4966,5482,5136
South Korea,KOR,7/26/2020,5490,5172.8,4732,5166,5138,5539,5289
South Korea,KOR,8/2/2020,5455,5269,5005,4899,5252,5843,5346
South Korea,KOR,8/9/2020,5379,5247.6,4916,5190,5253,5456,5423
South Korea,KOR,8/16/2020,5647,5103.2,4733,5181,5014,5332,5256
South Korea,KOR,8/23/2020,5893,5144.2,4874,5161,5127,5295,5264
South Korea,KOR,8/30/2020,5749,5131.6,4737,5129,5213,5127,5452
South Korea,KOR,9/6/2020,5526,5222.2,4935,5056,5264,5343,5513
South Korea,KOR,9/13/2020,5527,5199,4948,4984,5337,5480,5246
South Korea,KOR,9/20/2020,5621,5232.2,5007,5192,5244,5216,5502
South Korea,KOR,9/27/2020,5610,5319.6,4987,5375,5239,5342,5655
South Korea,KOR,10/4/2020,5555,5432.8,5180,5328,5351,5633,5672
South Korea,KOR,10/11/2020,,5423.4,5102,5290,5495,5577,5653
South Korea,KOR,10/18/2020,,5567.8,5387,5275,5609,5636,5932
South Korea,KOR,10/25/2020,,5544.4,5248,5340,5697,5604,5833
South Korea,KOR,11/1/2020,,5563.6,5082,5492,5638,5778,5828
South Korea,KOR,11/8/2020,,5591.8,5403,5387,5645,5790,5734
South Korea,KOR,11/15/2020,,5579.2,5229,5490,5684,5494,5999
South Korea,KOR,11/22/2020,,5578,5196,5343,5760,5598,5993
South Korea,KOR,11/29/2020,,5653.6,5293,5580,5737,5667,5991
South Korea,KOR,12/6/2020,,5663,5356,5510,5810,5780,5859
South Korea,KOR,12/13/2020,,5785.2,5361,5648,5864,5958,6095
South Korea,KOR,12/20/2020,,5888.8,5222,5845,6189,6140,6048
South Korea,KOR,12/27/2020,,5927.8,5232,5941,6446,6106,5914
Spain,ESP,1/5/2020,8905,9864,9605,8658,10726,11204,9127
Spain,ESP,1/12/2020,9616,10284.8,10415,8671,11414,10905,10019
Spain,ESP,1/19/2020,10109,10463.4,10738,8791,11334,10981,10473
Spain,ESP,1/26/2020,9608,10129.8,10625,8491,11068,10324,10141
Spain,ESP,2/2/2020,9648,10000,11046,8461,10636,9893,9964
Spain,ESP,2/9/2020,9403,9717.8,10682,8556,9660,10015,9676
Spain,ESP,2/16/2020,8987,9563,10857,8479,9017,10105,9357
Spain,ESP,2/23/2020,8510,9357.2,10580,8670,8670,9656,9210
Spain,ESP,3/1/2020,7999,9118.4,10058,8645,8371,9599,8919
Spain,ESP,3/8/2020,8652,8815.6,9421,8653,8213,9203,8588
Spain,ESP,3/15/2020,9284,8513.2,8785,8811,7906,8862,8202
Spain,ESP,3/22/2020,12676,8236.6,8379,8291,7875,8616,8022
Spain,ESP,3/29/2020,19221,8273,8366,8375,7827,8628,8169
Spain,ESP,4/5/2020,20656,8117.8,8282,7998,7814,8414,8081
Spain,ESP,4/12/2020,17230,7987.4,7894,7859,7800,8335,8049
Spain,ESP,4/19/2020,13133,7786.4,7855,7589,7574,8112,7802
Spain,ESP,4/26/2020,10347,7682.8,7802,7462,7661,7735,7754
Spain,ESP,5/3/2020,8834,7518.4,7365,7606,7520,7359,7742
Spain,ESP,5/10/2020,8592,7556.2,7464,7374,7622,7595,7726
Spain,ESP,5/17/2020,7591,7523.2,7543,7533,7494,7511,7535
Spain,ESP,5/24/2020,7660,7432,7234,7304,7666,7527,7429
Spain,ESP,5/31/2020,7219,7273.6,7096,7255,7092,7306,7619
Spain,ESP,6/7/2020,7211,7325.6,7364,7576,7067,7109,7512
Spain,ESP,6/14/2020,6948,7255,7152,7140,7819,7154,7010
Spain,ESP,6/21/2020,7162,7446.4,6956,7173,7991,7713,7399
Spain,ESP,6/28/2020,7645,7371.4,7111,7345,7137,7698,7566
Spain,ESP,7/5/2020,7747,7632,8146,7505,7156,7305,8048
Spain,ESP,7/12/2020,7850,7562.2,8351,7423,7214,7366,7457
Spain,ESP,7/19/2020,7717,7455.8,8164,7377,7259,7186,7293
Spain,ESP,7/26/2020,7925,7363.8,7798,7295,7110,7155,7461
Spain,ESP,8/2/2020,8631,7445.8,7349,7425,7596,7731,7128
Spain,ESP,8/9/2020,8531,7390.8,7219,7233,7186,8003,7313
Spain,ESP,8/16/2020,8284,7121.2,7075,7102,7118,7194,7117
Spain,ESP,8/23/2020,7997,7025.4,6801,7184,7219,7015,6908
Spain,ESP,8/30/2020,8052,6977.6,6954,7100,7013,6927,6894
Spain,ESP,9/6/2020,7893,6856.4,6603,7203,6680,6906,6890
Spain,ESP,9/13/2020,8165,6758.6,6660,6641,6730,6834,6928
Spain,ESP,9/20/2020,8320,6962.2,6617,6956,7091,7153,6994
Spain,ESP,9/27/2020,8274,7110,6898,7036,7367,7230,7019
Spain,ESP,10/4/2020,8324,7089.2,6813,7072,7388,7210,6963
Spain,ESP,10/11/2020,8783,7211.8,7055,7036,7234,7437,7297
Spain,ESP,10/18/2020,8744,7267.6,7119,7185,7392,7350,7292
Spain,ESP,10/25/2020,9673,7386,7267,7512,7308,7327,7516
Spain,ESP,11/1/2020,9770,7521.8,7392,7244,7511,7794,7668
Spain,ESP,11/8/2020,,7698.4,7412,7775,7632,8012,7661
