Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),COVID(Multiple Causes of Death),COVID(Underlying Cause of Death),Cumulative_COVID_deaths,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Alaska,2019,51,12/21/2019,84,69,0,20,,,0,,,,,21,,0,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2019,52,12/28/2019,100,89,,23,,,,,,,0,25,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,1,1/4/2020,89,71,,16,,,0,,0,,0,17,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,2,1/11/2020,105,93,,22,,,0,,,,0,24,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,3,1/18/2020,99,83,,21,,,0,,,,0,15,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,4,1/25/2020,97,82,,21,,,0,,0,,,18,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,5,2/1/2020,85,74,,17,,,,,,0,,20,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,6,2/8/2020,92,75,0,15,,,,,,,,22,,0,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,7,2/15/2020,89,74,,20,,,0,,,,0,19,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,8,2/22/2020,83,64,,16,,,,,,0,,,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
Alaska,2020,9,2/29/2020,84,76,,18,,0,,,,,,14,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,10,3/7/2020,79,68,,20,0,,,,,,0,15,,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Alaska,2020,11,3/14/2020,92,80,,20,,0,,,,0,,22,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,12,3/21/2020,69,56,0,,,,,,,,,10,,0,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,13,3/28/2020,85,74,,16,,,,,,,0,15,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,14,4/4/2020,98,84,,21,,,,,,0,0,14,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,15,4/11/2020,83,70,,15,,,,,,,,19,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,16,4/18/2020,80,71,0,17,,,,,0,,0,13,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,17,4/25/2020,61,55,,12,0,,,,,,0,12,0,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Alaska,2020,18,5/2/2020,87,78,,17,,,,,,0,,18,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,19,5/9/2020,89,77,,20,,,,,,0,0,13,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
Alaska,2020,20,5/16/2020,83,68,0,18,,0,,,0,,,20,,0,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,21,5/23/2020,82,68,0,19,,,0,,0,0,0,17,,0,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,
Alaska,2020,22,5/30/2020,97,82,,23,,,0,,0,,,18,,0,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,23,6/6/2020,78,65,0,15,,,,,,0,,19,,0,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,24,6/13/2020,88,70,,19,,,,,,0,0,16,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,25,6/20/2020,92,74,0,28,0,,,,0,,,15,,0,0,0,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,26,6/27/2020,88,65,0,16,,,,,,0,,14,,0,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Alaska,2020,27,7/4/2020,84,64,,16,,,0,,0,,,17,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,28,7/11/2020,100,82,,20,,,0,,0,,,18,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,29,7/18/2020,87,70,0,19,,,0,,0,,,12,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,30,7/25/2020,92,75,0,20,,,,,0,,,18,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,31,8/1/2020,112,81,0,17,,,0,,,,,17,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,32,8/8/2020,100,86,,15,,,0,,0,,,20,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,33,8/15/2020,73,65,0,15,,,0,,0,,,16,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,34,8/22/2020,111,99,,24,,,,,0,0,,27,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,35,8/29/2020,90,72,,23,,,0,,0,0,,11,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,36,9/5/2020,96,82,0,20,,,,,,0,0,17,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,37,9/12/2020,77,67,0,21,,,0,,0,,,11,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,38,9/19/2020,92,77,,16,,,0,,,,,,10,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,39,9/26/2020,97,86,,16,,,0,,,,,16,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,40,10/3/2020,60,51,0,,,,0,,,0,0,15,,,,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,41,10/10/2020,88,81,,17,,,,,,,,20,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,42,10/17/2020,77,74,,23,,,0,,,,0,12,,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,43,10/24/2020,74,65,0,15,,,0,,0,,,20,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,44,10/31/2020,44,43,0,18,,,,,0,0,,,,,,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Alaska,2020,45,11/7/2020,25,22,0,,,,0,,0,0,0,,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
Arizona,2019,1,1/5/2019,1351,1224,12,260,44,61,34,86,23,27,20,314,59,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,2,1/12/2019,1350,1211,10,263,49,52,28,101,25,17,22,310,59,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,3,1/19/2019,1270,1147,10,256,46,78,27,84,24,15,28,256,70,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,4,1/26/2019,1253,1116,,265,36,67,33,80,19,14,18,262,53,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,5,2/2/2019,1217,1090,,258,57,47,25,93,17,15,14,239,74,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,6,2/9/2019,1204,1091,10,244,36,68,27,87,20,13,15,243,55,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,7,2/16/2019,1188,1079,,234,48,62,26,81,17,14,21,246,74,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,8,2/23/2019,1313,1165,,274,52,66,33,86,17,19,23,256,60,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,9,3/2/2019,1250,1122,,238,54,44,25,99,19,14,16,277,58,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,10,3/9/2019,1252,1119,,254,43,50,35,75,27,24,17,274,64,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,11,3/16/2019,1279,1155,,280,39,65,30,80,22,21,15,288,64,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,12,3/23/2019,1192,1057,,229,39,63,27,81,16,15,16,233,63,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,13,3/30/2019,1240,1114,,236,46,71,37,80,16,,18,265,63,0,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,14,4/6/2019,1254,1117,,252,47,66,32,94,15,17,19,238,69,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,15,4/13/2019,1325,1177,,286,51,61,21,86,16,12,13,278,82,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,16,4/20/2019,1167,1049,,231,45,52,19,87,25,14,15,273,46,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,17,4/27/2019,1176,1054,,241,45,70,18,77,23,15,19,255,56,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,18,5/4/2019,1160,1027,,237,61,53,16,62,16,21,24,246,54,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,19,5/11/2019,1191,1057,12,244,57,53,17,81,17,10,26,263,42,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,20,5/18/2019,1139,1003,,231,39,71,,70,15,17,22,239,44,0,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,21,5/25/2019,1122,1006,,242,48,53,11,70,22,11,22,220,44,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,22,6/1/2019,1168,1041,,251,39,59,18,76,22,15,12,235,58,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,23,6/8/2019,1074,941,,217,37,53,16,66,13,13,12,215,44,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,24,6/15/2019,1149,1022,,254,40,58,10,53,14,17,20,239,50,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,25,6/22/2019,1060,940,,199,32,52,22,68,11,19,14,239,63,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,26,6/29/2019,1122,973,11,249,30,53,11,66,16,,28,213,54,0,0,0,,,,,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,27,7/6/2019,1120,946,,248,39,46,11,62,15,10,20,214,39,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,28,7/13/2019,1165,993,10,239,39,59,11,58,17,27,18,240,51,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,29,7/20/2019,1144,974,,223,46,49,,61,,11,16,255,52,0,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Arizona,2019,30,7/27/2019,1068,922,,201,51,57,10,47,19,14,22,238,47,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,31,8/3/2019,1085,940,,226,36,51,14,65,18,,20,216,43,0,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,32,8/10/2019,1085,937,,232,34,61,,59,18,11,23,231,39,0,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
Arizona,2019,33,8/17/2019,1071,946,,248,34,41,13,64,17,16,24,232,49,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,34,8/24/2019,1063,933,,243,34,52,10,66,15,18,13,204,48,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,35,8/31/2019,1151,1018,,256,43,63,11,52,20,14,20,246,46,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,36,9/7/2019,1176,1017,,234,43,67,10,73,14,,22,258,45,0,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
Arizona,2019,37,9/14/2019,1038,910,,234,36,49,12,60,19,15,13,200,50,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,38,9/21/2019,1079,958,,236,39,57,11,51,17,13,17,225,55,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,39,9/28/2019,1159,1039,,236,45,54,11,67,23,16,26,247,49,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,40,10/5/2019,1102,967,,248,36,62,12,57,15,17,24,189,47,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,41,10/12/2019,1117,991,,257,46,67,13,48,13,13,14,225,55,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,42,10/19/2019,1139,1014,,245,35,72,20,67,21,17,18,221,48,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,43,10/26/2019,1013,906,,194,25,55,14,56,11,12,11,232,57,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,44,11/2/2019,1121,1004,,251,38,73,12,49,20,12,12,216,69,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,45,11/9/2019,1254,1115,10,271,36,75,15,65,14,17,25,268,58,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,46,11/16/2019,1197,1062,10,242,32,56,22,58,15,19,20,240,60,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,47,11/23/2019,1220,1075,,243,41,55,17,75,13,16,18,267,51,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,48,11/30/2019,1119,1002,12,203,44,50,15,72,19,15,19,236,57,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,49,12/7/2019,1222,1100,11,263,52,59,20,69,19,15,20,260,48,0,0,0,,,,,,,,,,,,,,,
Arizona,2019,50,12/14/2019,1193,1071,,240,33,60,26,71,10,18,15,253,52,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,51,12/21/2019,1165,1039,,241,37,64,24,62,13,12,16,260,64,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2019,52,12/28/2019,1219,1112,,263,46,60,20,78,16,12,18,259,59,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,1,1/4/2020,1299,1180,,247,46,66,30,90,17,11,19,314,55,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,2,1/11/2020,1389,1247,,276,58,67,26,86,19,19,24,297,64,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,3,1/18/2020,1315,1175,,264,46,65,32,74,30,20,16,275,66,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,4,1/25/2020,1275,1157,10,241,54,58,36,76,25,20,25,281,58,0,0,0,,,,,,,,,,,,,,,
Arizona,2020,5,2/1/2020,1265,1131,,265,48,55,34,75,19,17,20,287,64,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,6,2/8/2020,1263,1137,,239,52,66,31,78,17,12,24,279,63,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,7,2/15/2020,1311,1190,,247,53,66,32,88,18,10,21,297,71,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,8,2/22/2020,1341,1184,,261,36,59,31,83,16,17,23,289,65,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,9,2/29/2020,1352,1196,,256,53,64,33,84,27,14,27,272,71,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,10,3/7/2020,1380,1237,12,256,44,67,29,78,30,16,30,310,73,0,0,0,,,,,,,,,,,,,,,
Arizona,2020,11,3/14/2020,1349,1203,,255,46,63,32,102,27,17,29,295,71,0,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,12,3/21/2020,1290,1159,,262,44,63,37,79,30,13,25,256,64,,,0,,,Suppressed (counts 1-9),,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Arizona,2020,13,3/28/2020,1323,1214,,263,52,66,37,81,20,20,20,276,61,31,29,29,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,14,4/4/2020,1356,1235,,258,39,66,25,78,26,15,27,255,55,58,55,84,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,15,4/11/2020,1403,1262,12,243,56,57,26,84,28,17,21,254,69,91,88,172,,,,,,,,,,,,,,,
Arizona,2020,16,4/18/2020,1316,1192,10,255,38,69,22,74,13,21,16,246,48,96,87,259,,,,,,,,,,,,,,,
Arizona,2020,17,4/25/2020,1384,1282,,266,39,76,18,64,25,14,25,282,63,106,99,358,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,18,5/2/2020,1398,1265,,240,55,56,24,74,13,17,25,317,73,104,95,453,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,19,5/9/2020,1427,1287,10,252,47,60,16,77,21,11,40,281,60,127,122,575,,,,,,,,,,,,,,,
Arizona,2020,20,5/16/2020,1306,1159,,233,40,65,17,65,23,21,26,225,52,118,110,685,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,21,5/23/2020,1289,1140,10,237,53,79,15,58,22,12,18,232,67,98,89,774,,,,,,,,,,,,,,,
Arizona,2020,22,5/30/2020,1310,1174,,244,46,44,17,74,22,19,28,245,61,114,99,873,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,23,6/6/2020,1398,1216,,253,39,63,16,62,14,12,21,264,60,132,127,1000,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,24,6/13/2020,1463,1304,10,246,47,67,13,72,26,12,34,279,55,172,152,1152,,,,,,,,,,,,,,,
Arizona,2020,25,6/20/2020,1547,1397,14,262,56,70,12,82,30,13,36,257,64,207,193,1345,,,,,,,,,,,,,,,
Arizona,2020,26,6/27/2020,1615,1470,12,260,46,70,16,68,28,24,47,281,60,256,236,1581,,,,,,,,,,,,,,,
Arizona,2020,27,7/4/2020,1773,1622,,247,56,77,23,70,27,13,48,285,66,384,355,1936,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,28,7/11/2020,1952,1795,12,251,66,76,35,81,39,11,65,306,62,501,475,2411,,,,,,,,,,,,,,,
Arizona,2020,29,7/18/2020,1993,1762,,236,47,78,29,69,28,17,66,310,58,543,505,2916,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,30,7/25/2020,1858,1676,,263,52,85,16,60,21,11,50,289,58,471,444,3360,,,Suppressed (counts 1-9),,,,,,,,,,,,
Arizona,2020,31,8/1/2020,1788,1572,13,246,56,63,31,74,21,13,36,278,65,388,359,3719,,,,,,,,,,,,,,,
Arizona,2020,32,8/8/2020,1583,1395,,238,44,51,17,64,14,20,37,265,62,305,280,3999,,,Suppressed (counts 1-9),,,,,,,,,,,,
